ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1540,Jasmine Adams,17,Other,Elizabethburgh,8th,3.3,4.7,68,5,1.3,3,7,9,1,1.8,90,5,2.7,2,0.4,Social Media,6,8.5,8.5
1541,Deborah Meza,15,Male,Johnmouth,12th,6,6.5,85,3,1.1,5,4,2,0,2,61,6,3.8,1.7,1.6,Other,7,2.3,10
1542,Ashley Daniels DDS,18,Male,Port Benjamin,11th,5.2,8.6,87,0,1.1,6,10,1,1,0.2,80,12,1.2,1.4,1.7,Social Media,10,4.6,7.5
1543,Rachel Clark,18,Male,North Susan,12th,5.8,6.4,69,3,0.8,8,7,7,1,0,22,8,5,1.5,1.2,Education,5,9.1,10
1544,Dana Koch,18,Male,Jenniferton,11th,3.8,4.2,95,2,0,2,8,2,0,1.1,24,5,3.5,1.5,0.3,Education,5,8.8,8.2
1545,Joseph Montgomery,13,Female,Lesterfort,8th,7.4,4.3,77,0,0,1,1,1,0,1,133,20,1.8,0.1,0.1,Gaming,10,9.3,10
1546,Melanie Foster,19,Male,Michaelmouth,11th,5.6,7,55,3,0.4,7,1,8,1,1.1,24,8,1.3,0.9,0.8,Other,7,3.5,6.4
1547,Kimberly Sanders,17,Other,North Pedro,7th,3.8,4.7,84,1,3.3,8,5,7,1,0.7,56,11,2.5,1,0.4,Other,4,7.2,8.3
1548,Samantha Adams,13,Female,Alvarezmouth,9th,2.4,3.9,84,1,0,10,5,6,1,0.8,106,5,2.5,2.6,1.8,Browsing,7,8.8,8.7
1549,Stacy Jones,19,Female,Heatherbury,12th,9.1,6.4,71,3,0,4,4,3,0,0.1,22,14,2.8,1.8,1.7,Gaming,6,4.4,10
1550,Thomas Mckinney,13,Other,North Patrick,10th,10.3,7.1,98,1,0,1,10,1,1,0.2,70,16,1.6,2.9,1.1,Gaming,3,7.4,10
1551,Melissa Williams,13,Male,East Nataliemouth,10th,7.5,4.5,90,1,1.8,8,7,3,1,1.4,66,19,1.1,0,0.6,Education,8,7.3,10
1552,Christina Hardy,18,Other,Stephanieland,9th,5,7.6,61,4,1.3,4,10,5,0,1.5,89,9,2,4,0.4,Social Media,5,6.9,10
1553,Stephen Beltran,18,Female,Greenchester,8th,5.3,5.4,86,8,0.1,1,8,9,0,0.7,60,5,2.6,1.9,1.1,Social Media,1,7.7,9.3
1554,Jessica Weber,13,Female,Dickersonmouth,7th,3.5,7.9,66,10,0,4,4,7,0,1.2,50,15,3,1.5,0.6,Browsing,8,2.4,8
1555,Dawn Williams,18,Female,Danielborough,8th,3.9,6.1,84,6,1.8,9,2,9,0,1.1,87,20,2.5,2.5,0.7,Other,9,2.4,10
1556,Billy Vasquez,15,Male,East Ryanview,7th,9.3,6.1,93,6,1.4,7,10,8,0,1.3,66,17,3.6,2.5,1.7,Social Media,9,4.9,10
1557,Tyrone Hensley,15,Other,Rachelberg,8th,2.1,8.9,53,1,1.7,5,3,3,0,0.5,22,8,2.3,0.6,0,Other,6,3.5,2.6
1558,Samantha Moore,13,Male,Coreyhaven,8th,0.3,4.5,54,3,3.4,6,1,5,1,1.1,47,18,2.5,2.4,1.3,Browsing,9,3.3,7.5
1559,Alvin Fox,14,Other,Rivasport,8th,2.5,7,72,5,1.1,7,2,3,1,1.8,85,16,2.6,3.2,0.8,Education,6,5,9.7
1560,Ruth Saunders,14,Female,Jonesview,11th,4.2,5,82,2,1,7,1,8,1,0.6,72,9,3.3,1.7,1.4,Other,1,3.2,9.9
1561,Erica Lucero,18,Male,Wellsfort,7th,4.3,5.1,81,7,0,9,2,10,0,1.2,80,11,3.1,1.4,0,Gaming,2,6.3,10
1562,David Martinez,19,Female,Michaelburgh,10th,7.7,4.3,53,5,0.6,10,10,5,1,0.4,85,9,2.9,2.1,1.4,Social Media,4,5.1,10
1563,Zachary Ramos,17,Male,Patriciamouth,12th,1.7,5.8,94,7,1.8,4,2,9,1,1.4,97,14,2.6,0.6,1.1,Browsing,7,8.1,6.7
1564,Robert Adkins,19,Male,Smithland,11th,5.5,6.2,50,9,1.7,7,8,3,0,1.1,49,12,1,1.6,0,Social Media,2,11.2,8.4
1565,Michael Duarte,13,Other,Josephville,7th,5.5,9,73,9,0,10,7,5,1,1.1,148,13,1.9,2.1,1.5,Education,8,7.1,10
1566,Robert Brown,15,Male,Fosterburgh,9th,6.6,8.5,89,3,1.5,5,7,2,1,0.2,128,9,1.7,4,1.1,Other,9,7.3,10
1567,Alexa Mcdonald,16,Female,Harrisbury,8th,5.3,3,79,4,2.1,1,3,7,1,0.9,74,14,3.8,2.1,1.1,Other,3,3.4,10
1568,Raymond Lewis,19,Male,Jenniferbury,8th,2.5,4.4,51,7,1.1,9,10,6,0,1.3,78,11,2.5,1.9,1.9,Browsing,9,4.3,8.5
1569,Dakota Bradford,14,Female,East Sara,8th,5.4,7.1,100,7,1.9,2,4,9,1,1.3,139,20,3.4,1.9,0.9,Other,5,8.9,10
1570,Allison Lopez,19,Male,Port Elizabethshire,12th,4.4,3.6,92,7,1.5,9,9,1,0,1.1,41,13,2.7,3,0.7,Social Media,4,10.4,10
1571,Robert Hanson,19,Female,Stephenfort,10th,2.8,3,58,9,0,10,7,6,1,0.5,35,12,1.8,2.1,0.3,Gaming,9,6.6,8.3
1572,Shawn Mills,14,Other,East Sandramouth,9th,3.6,6.2,72,7,2.1,4,10,1,1,0.2,64,8,2.4,0,0.4,Other,4,5.8,5.8
1573,Heather Bartlett,17,Female,North Mario,11th,7,5.9,52,5,1.6,1,4,2,0,0.5,66,18,2.7,2,0.6,Social Media,3,4.1,10
1574,Alex Moore,19,Female,Haysfurt,10th,4.4,6.4,53,7,0.4,2,5,2,1,0.8,92,8,3.6,2.4,1.8,Gaming,4,6.3,10
1575,Karen Roth,19,Female,East Bradleyborough,9th,3.3,5.1,97,7,1,8,7,4,1,0.3,123,17,1.4,2.2,0.5,Education,1,7.4,10
1576,Miranda Horne DDS,18,Female,Nolanburgh,8th,1.7,6.9,59,7,1,6,8,10,1,1.9,149,6,2.2,3.2,1.7,Browsing,7,8.3,7.8
1577,Cassie Johnson,16,Female,Mcdanielport,7th,4.4,6.9,84,0,1.3,2,9,7,0,1.1,148,10,3,1.5,0.5,Other,10,5.6,10
1578,Luis Williamson,13,Other,North John,11th,6.6,7.3,66,8,0,8,5,1,1,1.8,71,18,2.2,1.3,0,Other,7,5.9,10
1579,Amanda Gonzalez,19,Female,Kimstad,7th,4.9,9,96,3,0,1,5,10,1,1.4,114,19,2.1,2.7,1.1,Other,8,6,10
1580,Ebony Reeves,19,Male,West Michael,10th,7.2,7.4,99,9,3,2,10,9,0,1,30,7,0,1.2,1.3,Other,4,5.7,6.7
1581,Carrie Burnett,13,Other,Franklinmouth,8th,0.9,7.9,67,1,0.9,2,2,4,0,1.4,62,11,3.1,0,1.8,Other,9,4.2,3.5
1582,Laura Smith,14,Female,Velasquezshire,7th,7.1,5.8,78,8,2.2,5,10,7,0,1.3,64,6,2.5,3.2,0,Browsing,3,7.8,10
1583,William Potter,18,Male,Maxwellberg,10th,6.4,4.2,81,0,2.5,5,8,1,0,0.5,56,15,2.8,3.2,1,Browsing,9,6.1,10
1584,Katherine Harris,13,Female,Waltersland,11th,4.2,5.2,77,1,0.2,1,7,1,0,1.7,119,11,1.1,0.5,2.1,Other,8,5.8,7.8
1585,Trevor Cook,18,Female,Sheilahaven,11th,1.4,7.4,55,5,1.3,9,2,3,1,0.9,73,19,1.9,0.5,0.4,Social Media,9,7.2,5.4
1586,Dr. Christine Lopez DDS,14,Other,New Heather,9th,5.4,4.1,64,5,1.6,8,2,2,0,1.3,20,16,3.4,3.2,1,Education,2,7.8,10
1587,Sandra Miller,14,Male,Sydneyshire,9th,4.8,6.3,80,2,1.3,6,5,2,0,0.8,103,19,2.5,2.2,1.4,Social Media,8,11.5,10
1588,Miguel Navarro,15,Female,Michellemouth,8th,6.9,8.9,81,0,2.1,2,5,5,0,1.3,131,7,3.6,0.6,2,Browsing,3,4.5,10
1589,Natasha Weaver DDS,17,Other,Lake Lisa,10th,8.3,6.5,54,3,0.6,3,5,6,0,0.5,96,12,1.6,3.3,1,Gaming,8,7.7,10
1590,Rebecca Elliott,14,Female,Judymouth,9th,8.8,5.1,81,8,0.8,10,9,7,1,0.1,133,5,1.6,2.1,1.5,Social Media,1,9.3,10
1591,Brianna Mcknight,19,Female,West Destiny,11th,6.3,5.6,88,2,0,6,5,8,0,0,68,10,1.9,1,0.8,Education,5,3.1,9.8
1592,Cassandra Lin,17,Female,Port Joe,11th,5.1,6.4,55,4,2.1,8,3,10,1,0.7,75,17,2.5,2.8,0,Gaming,9,8.2,10
1593,Manuel Williams,19,Female,Smithburgh,10th,5.3,5.9,53,5,0.4,6,9,6,0,0.4,35,17,1,2,0.2,Other,5,5.8,9.4
1594,Amanda Bolton,16,Male,South Candice,11th,5.4,4.9,72,3,1.7,6,4,6,0,1.4,45,13,2.6,1.2,0.5,Gaming,10,4.1,10
1595,Nicholas Richmond,15,Other,Michaelberg,11th,8.5,5.7,62,7,0.5,10,4,6,0,1.7,33,5,4.4,0.4,1.5,Other,6,3.7,10
1596,Stacey Green,16,Female,Sullivanberg,7th,5.4,7.1,87,0,0.1,3,10,5,0,0.6,63,10,2.8,0.9,1.2,Gaming,2,5.2,8.8
1597,Rachel Allen,13,Female,Port Tracey,7th,3.3,7.4,62,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,Browsing,6,1.9,7.1
1598,Kevin Jones,13,Female,Lake Michael,7th,3,6.2,72,7,1.4,6,3,8,0,0,69,15,3.3,1.2,1.8,Browsing,7,3.6,8.8
1599,Alisha Merritt,19,Female,New Steven,12th,6.9,7.3,89,1,0.8,2,1,1,1,1.7,142,5,1.7,0.7,0.7,Browsing,8,3.9,9.5
1600,Amber Davis,13,Other,Connerbury,12th,4.7,6,93,4,0,10,3,9,1,1.1,38,19,3,0.2,1.6,Social Media,2,5.8,9.5
1601,Erin Gonzalez,19,Male,West Kristi,10th,4.9,6.1,71,8,1.8,2,5,8,0,1,64,11,1,0,1.2,Gaming,8,5,6.3
1602,Mrs. Cynthia Schultz,15,Male,Jamesburgh,12th,1.8,6.6,56,10,0.7,2,7,7,1,0.7,100,18,4.9,1.4,0.3,Education,7,2.4,10
1603,Allen Dunlap,18,Male,Melissaborough,7th,8.2,5.4,94,5,2.1,9,7,10,0,0.4,143,17,2.2,1.6,0,Social Media,8,9.4,10
1604,Robert King,13,Other,Snyderbury,9th,5.5,7,73,1,1.1,2,1,5,1,0.2,147,16,1.8,1.2,0.8,Social Media,5,5.7,10
1605,Haley Goodman,19,Male,Frazierborough,8th,5.7,8.9,66,7,2.5,6,1,5,0,1.4,34,17,3.3,3.1,0.4,Browsing,7,4.4,10
1606,Vanessa Taylor,15,Female,East Aliciaborough,7th,5.4,8,70,4,1.1,10,5,6,1,0.7,135,18,2.3,1.7,1.1,Other,2,6.4,10
1607,James Francis,14,Other,Hamiltontown,7th,6.6,8,82,4,2.7,5,2,2,1,0.9,25,7,2.5,2.9,0.5,Gaming,9,8.7,9.9
1608,Melinda Flores,16,Male,Campbellfort,9th,7,7.4,58,0,0.3,4,9,6,0,1,56,9,1.7,0.8,1.5,Other,3,9.5,8.7
1609,Maureen Chapman,14,Other,Emilyton,12th,3.7,8.3,93,7,0.8,9,5,1,0,1.5,28,9,4.1,0.2,2.6,Gaming,5,3.7,6.2
1610,Christina Tate,13,Other,Sheilaburgh,8th,4.3,6.7,88,5,0.9,5,3,4,1,1.3,96,11,1.9,0,1.1,Social Media,5,5.6,7
1611,Aaron Jackson,13,Other,New Meganchester,9th,6.9,7.6,53,8,2.1,4,7,8,1,0.1,85,13,1.5,2.6,0.8,Gaming,10,5.5,10
1612,Brian Farmer,13,Other,Hawkinsview,8th,5.1,4.8,89,9,0.1,8,6,2,1,0.9,133,6,4.5,2.4,1.3,Browsing,1,7.9,10
1613,Linda Sampson,13,Other,Jacobmouth,9th,5,7,65,10,0.9,8,7,9,0,1.9,22,15,1.2,1.3,1.4,Education,7,5.8,7.4
1614,Frank Meadows,16,Other,West Jillian,9th,7.2,4.9,58,1,0,3,3,1,1,0,120,6,3,3.9,0,Other,9,8.8,10
1615,Shane Pitts,16,Female,Caitlinberg,9th,5.8,4.7,75,2,2.4,4,10,10,1,1.2,36,16,4.1,1.5,2,Education,10,7.2,10
1616,Jennifer Brown,17,Female,Elizabethchester,12th,2.7,6.2,93,5,0.6,10,9,8,1,1.3,118,15,3.1,1.2,1.7,Social Media,5,7.1,9.3
1617,Rachel Anderson,16,Male,Lake Kimberly,11th,3.8,6.9,98,9,1.6,7,6,5,0,1.4,68,19,2.6,0.6,1.3,Gaming,7,6.6,8.7
1618,John Brown,16,Male,Campbellville,10th,5.3,6.2,50,1,1.9,8,6,4,1,1.8,132,6,1.6,2.1,0.9,Education,3,5,9.7
1619,Katherine Rivera,13,Male,Rebeccamouth,12th,4.4,5.8,95,5,0,3,1,5,0,0.9,68,6,0.7,2.9,1.6,Education,1,4.2,7.7
1620,Joseph Edwards,17,Other,Hubbardberg,7th,4.2,7.7,91,1,0,7,3,2,0,1.5,75,7,2.8,1.1,1.8,Browsing,3,8.5,7.1
1621,Kenneth Holloway,18,Female,Reynoldsbury,10th,4,7,75,0,0.2,4,8,10,1,1.4,118,17,1,0.1,1.6,Other,3,5.4,7.4
1622,Joseph Reed,17,Male,South Dakota,9th,4.6,4,52,5,1.5,1,2,7,1,0.7,40,16,1.7,0.9,0.4,Social Media,6,6.8,9.2
1623,Stephanie Hammond,15,Other,South Benjamin,9th,3.2,6.5,91,2,0,9,2,2,1,0.1,123,15,3.9,1.2,0.7,Other,9,6,10
1624,Christopher Yang,15,Other,Port Ashleyland,8th,7.6,7.3,84,9,0.1,4,5,8,1,1.2,134,8,1.9,0.9,0.2,Education,9,6.9,10
1625,Tina Hernandez,19,Other,Pinedaview,8th,6.2,4.5,100,9,1.8,3,6,3,1,2.1,135,10,2.2,0.6,0,Browsing,3,8.4,10
1626,Melissa Bailey,17,Male,Port Cynthia,10th,5.7,5.5,64,5,0,5,8,1,0,1.1,93,8,2.1,2.3,0.7,Other,9,9,10
1627,Joanna Wilson,18,Other,Williamhaven,10th,4.4,7.8,81,9,0.4,1,6,6,1,0,144,6,2,1.1,0,Gaming,3,9.1,7.7
1628,Nathaniel Brennan,13,Male,Port Anitamouth,10th,5.1,7,75,10,0.2,8,5,9,1,0.9,68,9,2,1,0.5,Social Media,5,7,7.8
1629,Kristina Mueller,15,Other,Grantmouth,7th,2.3,9.6,67,5,0.7,9,9,3,0,1.7,138,13,1.8,1,1.6,Education,9,7.3,5.7
1630,Jeffrey Austin,16,Male,Noahton,8th,4.3,7,60,10,2.4,7,2,5,1,0.8,144,15,2.9,0.7,1.4,Social Media,3,3.1,10
1631,Spencer Ingram,17,Male,New Victoriaville,12th,4.4,5.4,59,10,0.3,10,4,10,0,0.7,40,6,0.8,1.4,0.8,Gaming,9,2.6,5.9
1632,Samantha Mora,19,Female,North Veronicamouth,9th,4.5,8.2,64,8,0.7,8,7,3,0,0.1,106,7,3.5,1.5,0.4,Social Media,3,6.9,8.9
1633,Kenneth Bell,16,Female,Janicefurt,7th,6.9,6.7,50,0,3,2,1,1,1,1,68,10,2.4,3,1.4,Gaming,4,9.5,10
1634,Meredith Garcia,18,Other,Port Erica,9th,2.8,8,57,10,1.3,5,5,8,0,1.5,62,15,5,1.2,0.5,Gaming,10,5.6,9.2
1635,Cynthia Crawford,16,Female,Adamsstad,11th,6.8,8.3,59,3,0.9,10,6,5,0,1.4,105,17,2.8,0.7,2.1,Gaming,7,6,10
1636,Amanda Coleman,15,Female,Port Kayla,12th,4.9,5.3,64,10,0.7,2,9,4,0,1.4,109,8,1.1,3.5,1.2,Gaming,1,2.9,10
1637,Mark Adams,15,Female,Dayfort,11th,4.6,3,61,5,0.5,2,9,9,0,1.7,108,17,2.6,0.7,1.8,Gaming,4,6,10
1638,Brett Walker,14,Female,Feliciaburgh,9th,5.2,7.7,100,0,0.3,10,2,4,0,1.2,118,20,3.3,1.5,1.4,Other,3,7.9,10
1639,Kristine Fleming,18,Other,New Danny,9th,2.1,6.7,90,2,1,10,6,5,1,1.9,28,18,4,0.6,1.7,Education,10,7.3,7.5
1640,Deborah Dean,17,Other,Port Kellyshire,10th,5,5.5,65,3,0,10,1,7,1,2.1,98,8,3,0,1,Gaming,1,12.3,8.8
1641,Denise Ortiz,13,Female,Ochoamouth,10th,4.9,5.5,92,10,0.3,9,6,6,0,1.7,139,9,3.8,1.8,1.4,Browsing,4,5.8,10
1642,Colleen White,14,Female,South Christy,7th,6.6,9.3,88,3,0,6,9,2,1,1.2,102,10,1.6,2.9,1,Other,4,6.8,10
1643,Daniel Johnson,15,Female,Campbellborough,7th,1.5,8.3,52,0,0.5,9,6,8,1,1.5,107,12,1.5,2.2,0.3,Browsing,10,4.6,5.6
1644,Kelsey Duke,13,Female,Jasmineshire,11th,6.3,3.9,60,6,0.9,1,5,10,0,0.6,30,16,2.3,0.2,1,Social Media,10,7.7,10
1645,Jill Ray,17,Male,Richardsonport,9th,5.7,4.9,99,10,1.7,2,1,8,0,0.6,133,17,4.2,2.8,1,Education,7,2.1,10
1646,Gary Foster,14,Male,Joannfort,8th,4.6,5.3,66,4,0,2,5,6,1,0.7,144,6,3.8,1.9,0.7,Browsing,9,9.2,10
1647,Barbara Evans,16,Male,Frazierburgh,11th,5.7,4.7,51,4,0.6,4,1,3,1,0.8,59,17,1.4,0.8,0.1,Other,1,4.5,10
1648,Emily Price,13,Other,Lake Danielstad,12th,3.3,6.3,96,7,1,4,4,8,0,1.7,141,8,1.3,2.5,0.7,Gaming,3,9.7,8.4
1649,Carolyn Dixon,15,Female,Lake Joshuastad,9th,4.3,6.4,54,7,1,5,6,9,1,1.2,81,19,1.2,0.9,1.8,Education,7,6.5,8.6
1650,Daniel Perez,16,Male,Greerstad,12th,8,4.8,86,10,1.1,1,9,10,0,1.2,96,16,3.8,2.3,1,Gaming,2,7.7,10
1651,Sonia Smith,13,Other,Lake Logan,12th,5.1,5.4,68,0,1.2,2,4,8,0,1.3,110,12,3.2,1.5,1.8,Education,3,4.7,10
1652,Bradley Garcia,13,Female,Port Christine,11th,6,6.6,96,2,1.5,7,2,7,0,1,112,9,3.5,1.9,1.3,Browsing,9,5.7,10
1653,Erin Hall,16,Other,Robinsonville,9th,6.8,5.6,89,7,2,7,1,5,1,1.6,25,8,2.7,2.1,1.8,Browsing,7,6.8,10
1654,Angel Nielsen,13,Female,Gregoryfurt,8th,6.3,3,84,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,Other,1,1.9,9.4
1655,Samuel Curtis,16,Other,Lyonsmouth,10th,0.4,5.3,81,3,1.3,5,5,4,1,0.5,22,5,1.8,2.1,1.1,Gaming,6,8.3,3.1
1656,Linda Barry,13,Female,Lovechester,9th,7,5.6,72,0,0.9,3,8,6,1,1.5,145,17,4,1.9,1.9,Gaming,9,5,10
1657,Madison Hayes,18,Female,South Alyssaview,12th,4.6,6.6,89,0,1.3,1,1,10,0,0.9,105,11,2.1,2.5,0.8,Gaming,1,6.9,10
1658,Michael Odonnell Jr.,14,Male,East Jessica,12th,2.7,7.7,70,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10
1659,Herbert Lang,16,Male,West Jessica,9th,2.7,8.5,74,10,1,7,8,2,1,1.7,58,16,0.9,1.8,1.8,Education,4,5.2,5.5
1660,Albert Bradley,18,Male,West Davidhaven,12th,6.8,5.7,55,9,0,9,7,1,0,1.4,144,10,1.7,0.5,0.1,Gaming,3,6.5,10
1661,Brian Lee,16,Male,Port Darleneview,11th,3.8,4.9,91,3,1.8,4,10,7,1,1.9,138,12,2.6,0,0.8,Other,7,3.4,9.1
1662,Scott Kelly PhD,13,Male,New Elizabeth,11th,4.4,7.6,82,10,1.8,8,5,10,1,0.4,146,17,3.5,0.6,0.3,Gaming,10,4.2,10
1663,Christopher Brown,13,Other,Petersonside,12th,4.2,7,53,1,0.7,1,6,6,1,0.4,85,18,3.1,0.5,1.1,Gaming,6,5.3,9.6
1664,Jeremy Hayes,14,Other,Murphymouth,7th,5.7,5.8,97,1,1.5,5,5,5,0,1.9,59,19,2.3,2.3,1,Other,1,9.4,10
1665,Charlene Singh,19,Other,Tashaside,9th,3.1,5.7,90,4,1.2,4,6,3,1,0.6,42,8,2.7,1,1.3,Other,7,5,6.4
1666,Brian Pierce,15,Other,Fordtown,9th,10.9,5.2,54,1,1.9,7,9,7,0,1.2,68,16,3.2,0.9,1.9,Other,5,6.1,10
1667,Carol Weaver,13,Male,Gibsonchester,9th,8,5.7,65,6,1.7,9,2,6,1,0.5,89,6,0.8,3.2,0.8,Other,6,3.3,10
1668,John Moss,16,Female,Lisaview,9th,3.5,9.4,83,3,2.5,7,9,9,0,0.3,38,18,4.4,2.7,2.1,Social Media,1,7.7,10
1669,Ernest Morris,13,Female,Salazarville,12th,4.1,7.4,57,8,1.2,5,9,9,0,1.4,42,5,2.7,3.2,1,Browsing,7,6.2,8.1
1670,Kenneth Mcintosh,16,Male,New Lisa,10th,4.5,9.3,50,10,1.1,1,2,4,0,0.8,29,12,2.9,4,0.2,Education,2,5.2,9.7
1671,Peter Acosta,18,Other,North Sonya,12th,2.6,7.2,97,3,1.5,2,2,1,0,0.3,124,14,1.7,0,1,Browsing,2,4.9,6
1672,Lauren Webb,13,Other,Westton,11th,3.4,7.2,66,4,0.6,8,9,3,0,1.6,146,8,1.9,0,0.7,Gaming,7,8.5,6.2
1673,Mr. Ian Pierce,16,Female,Brownhaven,12th,6.9,8.1,53,4,0.4,7,2,4,0,1,110,7,0.7,0.4,0.9,Other,8,7.9,7.6
1674,Beth Hayes,16,Female,Oconnellhaven,7th,1.2,7.2,51,6,0.2,10,10,10,1,1.2,93,7,2.1,1.8,0,Other,1,3.4,4.8
1675,Katherine Gonzales,14,Other,Lake Jennifer,7th,4.6,8.5,89,7,1.7,8,10,6,1,0.6,61,16,2.7,0.4,0.3,Other,4,9.3,7.9
1676,Gregory Johnson,14,Other,East Michael,9th,4.1,4,86,10,0.5,3,5,10,0,1.1,79,6,4,0.7,0.5,Gaming,7,4.3,9.6
1677,Mr. George Durham,17,Male,Moranland,9th,3.1,5.3,97,5,1.5,8,1,6,1,1.2,139,7,4.1,2.8,1.3,Social Media,2,3.7,10
1678,Jennifer Anderson,18,Male,Duanebury,9th,5.2,7.8,52,6,0,10,9,9,1,0.6,84,20,3.5,0.5,0.3,Other,6,4.3,10
1679,Cody Larson,18,Other,Kristinbury,12th,3.5,6.8,57,1,0.2,7,2,8,0,1.8,83,8,1.4,0,1.7,Social Media,10,8.6,4.8
1680,Jared Hoffman,17,Male,East Ronald,9th,1.2,7.6,62,2,2,3,5,8,1,0.8,97,14,2.6,0.2,0.9,Browsing,9,6.2,4.9
1681,Madison Nunez,19,Female,Alejandramouth,11th,5.4,3.4,66,8,0.2,10,7,5,1,0.2,106,11,1.2,2,0.1,Browsing,1,4.2,10
1682,Deanna Barnes,13,Male,East Aaronfort,11th,4.8,5.8,93,2,0.3,3,10,6,0,1.3,64,15,0,1.4,1.3,Education,7,3.4,7.6
1683,Reginald Oconnor,15,Other,Rubenside,7th,3.5,8,74,7,0,9,6,3,0,1.2,68,19,2.3,1.8,0,Other,10,5.3,8.8
1684,Jason Shaw,13,Female,Port Rachelbury,9th,4.4,3.9,85,5,1.1,4,8,2,0,0.6,83,17,3.4,2,2.1,Other,9,7.7,10
1685,Karen Fitzgerald,15,Female,Lake Deborah,7th,5.2,7.5,50,5,0.6,3,3,6,1,1.5,97,18,1.1,0.1,0,Social Media,6,6.7,8.2
1686,Kimberly Roberts,14,Female,Henryfurt,11th,5.8,5.9,62,0,0.4,2,6,4,0,0.4,87,8,0.9,2.9,0.3,Other,7,5.9,10
1687,Melanie Williams,18,Other,Christianburgh,12th,6.2,6.4,88,8,0.6,2,7,3,1,0.2,82,12,3.4,1.4,0.4,Social Media,5,7.5,10
1688,Brianna Vincent,15,Male,East Faithstad,10th,3.6,6.6,67,0,0.3,4,2,8,0,1.6,24,8,0.7,1.3,1.1,Social Media,1,2.6,4.4
1689,Cynthia Burton,15,Female,Johnton,12th,4.9,5.7,88,3,0.7,10,10,5,1,0.5,36,12,3,3.4,0.7,Social Media,2,6,10
1690,Anthony Nunez,13,Female,Loganberg,7th,6,7.7,55,2,1.6,5,2,7,0,1,145,20,3.7,2.6,0.3,Social Media,1,5,10
1691,Gregory Jones,15,Male,North Shawn,11th,7.3,5,58,1,0.6,9,9,8,0,0.5,36,17,1.8,3,1.4,Social Media,7,4.6,10
1692,Deborah Stewart,15,Male,Popefort,8th,2.7,8.6,76,4,0.1,5,7,2,0,0.8,76,11,0.4,1.6,0.7,Education,7,5.8,4.1
1693,Kevin Salinas,15,Female,South Maria,7th,8.3,7.1,57,6,0,4,2,9,1,1.6,36,11,4.5,1.1,3,Browsing,6,2.7,10
1694,Tracy Sparks,16,Female,East Daniel,10th,7.5,9,98,10,0.2,10,3,6,1,0.6,112,6,0.4,0,0.1,Gaming,1,3.8,6.8
1695,Keith Jimenez,18,Other,Nashville,12th,5.1,8.5,85,10,1.4,8,2,1,1,0.5,122,15,3.2,1,0.2,Education,8,8.7,10
1696,John Bailey,17,Other,Castilloville,10th,3.4,4.8,76,7,0.9,7,1,9,1,0.8,94,5,3.8,3.1,1.4,Gaming,8,6.7,10
1697,Diana Maxwell,15,Male,North Stephaniehaven,9th,4.7,6.3,72,5,1.7,9,9,6,1,0.7,25,11,1.6,1.2,1.5,Social Media,2,8.4,7
1698,Jesus Brown,16,Male,New Lindsey,11th,5.3,8.9,93,8,1,8,10,6,1,0.4,56,7,3.2,0.2,1.7,Browsing,2,6.3,6.8
1699,Hannah Garcia,13,Female,Savannahview,12th,8.3,6.1,82,6,1.6,7,6,3,1,0.3,106,17,2.2,0,0.7,Gaming,4,2.8,10
1700,William Hernandez,16,Male,Williamborough,12th,6.3,6.3,62,10,1.4,1,5,4,1,0.2,40,9,2.6,1.1,0.4,Other,3,3.5,9.4
1701,Ashley Floyd,17,Female,Juliestad,7th,7,7.3,65,7,0,7,4,7,1,0,25,8,2.3,2.3,1.5,Social Media,6,7.6,10
1702,James Taylor,13,Female,Rodriguezmouth,9th,5.3,5.4,73,4,1.9,1,8,10,1,1.2,137,18,1,3.8,0.6,Social Media,10,6.2,10
1703,Angela Colon,14,Male,Ryanstad,8th,3.7,9.9,50,6,1.9,7,9,9,0,1.5,147,13,3.3,1.8,0.9,Social Media,7,3.8,9.4
1704,Michael Love,18,Female,North Kathleen,11th,3.5,8.8,77,10,1.5,6,9,2,0,1.5,127,6,0.8,2.3,0,Gaming,7,2.9,5.9
1705,Brendan Ward,18,Female,Fostermouth,8th,3.3,7.6,70,0,1.8,7,4,8,1,0.3,51,6,2.8,3.3,0.9,Social Media,10,5.5,7.8
1706,Kristopher Burns,17,Male,South Justin,8th,5.7,3.9,52,8,2,4,10,6,0,1.2,71,9,1.5,2.8,0,Social Media,7,8.8,10
1707,Martha Moon,17,Female,Carrieberg,9th,4.5,5.4,83,2,1.9,6,6,4,0,1,24,16,1.5,1.1,0.2,Other,2,6.7,8.1
1708,Christina Clements,17,Female,Port Paul,11th,8.2,6.9,64,9,1.1,6,6,3,0,0.2,41,9,3.1,0.5,1.2,Other,6,9.2,10
